id,naamdossier,registratienummer,natuurbeheerplantype,goedkeuringsdatum,einddatumnatuurbeheerplan,eigendomtype,einddatumerkenningreservaat,opp_ha,inspireid,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,occurrence_lat,occurrence_lon,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,plan_centroid_lat,plan_centroid_lon
42781,Langdonken,NBP-AN-20-0188,Natuurbeheerplan Type 4,2022-09-13,2025-05-19,Privaatrechtelijke rechtspersoon,2099-12-31,245.1763,NatuurbeheerplanType4-NBP-AN-20-0188,2574691591,271c444f-f8d8-4986-b748-e7367755c0c1,INBO:FLORA:05584496,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Rhinanthus,Rhinanthus minor,,SPECIES,Rhinanthus minor L.,Rhinanthus minor L.,,BE,,,PRESENT,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.0252,4.86074,700.0,,,,,,2018-06-12,12.0,6.0,2018,3172043,3172043,HUMAN_OBSERVATION,INBO,IFBL,05584496,,,,CC0_1_0,,Ward Tamsyn;Myriam Kumpen,,,2026-06-11T17:00:58.550Z,,,51.02426189095983,4.863361891803282
42781,Langdonken,NBP-AN-20-0188,Natuurbeheerplan Type 4,2022-09-13,2025-05-19,Privaatrechtelijke rechtspersoon,2099-12-31,245.1763,NatuurbeheerplanType4-NBP-AN-20-0188,2574691762,271c444f-f8d8-4986-b748-e7367755c0c1,INBO:FLORA:05532626,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Rhinanthus,Rhinanthus minor,,SPECIES,Rhinanthus minor L.,Rhinanthus minor L.,,BE,,,PRESENT,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.0252,4.86074,700.0,,,,,,2018-06-12,12.0,6.0,2018,3172043,3172043,HUMAN_OBSERVATION,INBO,IFBL,05532626,,,,CC0_1_0,,Ward Tamsyn;Myriam Kumpen,,,2026-06-11T17:00:30.082Z,,,51.02426189095983,4.863361891803282
4071,MD Klein Schietveld,BPMD-AN-09-0011,Domein met natuurprotocol,2009-12-09,2029-12-09,Agentschap voor Natuur en Bos,,673.6259,Domeinmetnatuurprotocol-BPMD-AN-09-0011,3956356726,14d5676a-2c54-4f94-9023-1e8dcd822aa0,q-10055822092,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Rhinanthus,Rhinanthus minor,,SPECIES,Rhinanthus minor L.,Rhinanthus minor L.,L.,BE,,,PRESENT,1.0,da86174a-a605-43a4-a5e8-53d484152cd3,51.33763,4.508933,,,,,,,2018-06-11T12:33:53.600Z,11.0,6.0,2018,3172043,3172043,HUMAN_OBSERVATION,,,,,,,CC_BY_4_0,,,,,2026-06-12T04:16:39.910Z,,COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES,51.34650487233626,4.498029835747583
4071,MD Klein Schietveld,BPMD-AN-09-0011,Domein met natuurprotocol,2009-12-09,2029-12-09,Agentschap voor Natuur en Bos,,673.6259,Domeinmetnatuurprotocol-BPMD-AN-09-0011,5142566334,74ca7ce5-9a5b-46a6-b7d4-f60bab77900f,INBO:OCC:WNMN:280708359,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Rhinanthus,Rhinanthus minor,,SPECIES,Rhinanthus minor L.,Rhinanthus minor,,BE,Brasschaat/Kalmthout - Klein Schietveld,Antwerpen,PRESENT,1.0,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.33798,4.51457,707.0,,,,,,2023-07-16,16.0,7.0,2023,3172043,3172043,HUMAN_OBSERVATION,INBO,INBO-WNMN,https://waarnemingen.be/observation/280708359/,,Indra Jacobs,,CC0_1_0,INBO,Indra Jacobs,,,2026-06-12T02:06:59.172Z,,,51.34650487233626,4.498029835747583
4071,MD Klein Schietveld,BPMD-AN-09-0011,Domein met natuurprotocol,2009-12-09,2029-12-09,Agentschap voor Natuur en Bos,,673.6259,Domeinmetnatuurprotocol-BPMD-AN-09-0011,5142283797,74ca7ce5-9a5b-46a6-b7d4-f60bab77900f,INBO:OCC:WNMN:220806229,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Rhinanthus,Rhinanthus minor,,SPECIES,Rhinanthus minor L.,Rhinanthus minor,,BE,Brasschaat/Kalmthout - Klein Schietveld,Antwerpen,PRESENT,1.0,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.33798,4.51457,707.0,,,,,,2021-07-22,22.0,7.0,2021,3172043,3172043,HUMAN_OBSERVATION,INBO,INBO-WNMN,https://waarnemingen.be/observation/220806229/,,Steven De Saeger,,CC0_1_0,INBO,Steven De Saeger,,,2026-06-12T02:06:44.950Z,,,51.34650487233626,4.498029835747583
4071,MD Klein Schietveld,BPMD-AN-09-0011,Domein met natuurprotocol,2009-12-09,2029-12-09,Agentschap voor Natuur en Bos,,673.6259,Domeinmetnatuurprotocol-BPMD-AN-09-0011,5142700821,74ca7ce5-9a5b-46a6-b7d4-f60bab77900f,INBO:OCC:WNMN:312901333,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Rhinanthus,Rhinanthus minor,,SPECIES,Rhinanthus minor L.,Rhinanthus minor,,BE,Brasschaat/Kalmthout - Klein Schietveld,Antwerpen,PRESENT,1.0,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.33817,4.50022,707.0,,,,,,2024-06-02,2.0,6.0,2024,3172043,3172043,HUMAN_OBSERVATION,INBO,INBO-WNMN,https://waarnemingen.be/observation/312901333/,,Steven De Saeger,,CC0_1_0,INBO,Steven De Saeger,,,2026-06-12T02:07:00.631Z,,,51.34650487233626,4.498029835747583
4071,MD Klein Schietveld,BPMD-AN-09-0011,Domein met natuurprotocol,2009-12-09,2029-12-09,Agentschap voor Natuur en Bos,,673.6259,Domeinmetnatuurprotocol-BPMD-AN-09-0011,871825253,271c444f-f8d8-4986-b748-e7367755c0c1,INBO:FLORA:03796244,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Rhinanthus,Rhinanthus minor,,SPECIES,Rhinanthus minor L.,Rhinanthus minor L.,,BE,,,PRESENT,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.34076,4.50534,700.0,,,,,,2011-06-17,17.0,6.0,2011,3172043,3172043,HUMAN_OBSERVATION,INBO,IFBL,03796244,,,,CC0_1_0,,Dirk De Beer,,,2026-06-11T17:00:48.204Z,,,51.34650487233626,4.498029835747583
4071,MD Klein Schietveld,BPMD-AN-09-0011,Domein met natuurprotocol,2009-12-09,2029-12-09,Agentschap voor Natuur en Bos,,673.6259,Domeinmetnatuurprotocol-BPMD-AN-09-0011,2574691740,271c444f-f8d8-4986-b748-e7367755c0c1,INBO:FLORA:05502486,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Rhinanthus,Rhinanthus minor,,SPECIES,Rhinanthus minor L.,Rhinanthus minor L.,,BE,,,PRESENT,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.34076,4.50534,700.0,,,,,,2018-06-27,27.0,6.0,2018,3172043,3172043,HUMAN_OBSERVATION,INBO,IFBL,05502486,,,,CC0_1_0,,Indra Jacobs,,,2026-06-11T17:00:28.765Z,,,51.34650487233626,4.498029835747583
4071,MD Klein Schietveld,BPMD-AN-09-0011,Domein met natuurprotocol,2009-12-09,2029-12-09,Agentschap voor Natuur en Bos,,673.6259,Domeinmetnatuurprotocol-BPMD-AN-09-0011,1061450822,271c444f-f8d8-4986-b748-e7367755c0c1,INBO:FLORA:04390050,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Rhinanthus,Rhinanthus minor,,SPECIES,Rhinanthus minor L.,Rhinanthus minor L.,,BE,,,PRESENT,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.34076,4.50534,700.0,,,,,,2014-07-01,1.0,7.0,2014,3172043,3172043,HUMAN_OBSERVATION,INBO,IFBL,04390050,,,,CC0_1_0,,Indra Jacobs,,,2026-06-11T17:00:58.020Z,,,51.34650487233626,4.498029835747583
4071,MD Klein Schietveld,BPMD-AN-09-0011,Domein met natuurprotocol,2009-12-09,2029-12-09,Agentschap voor Natuur en Bos,,673.6259,Domeinmetnatuurprotocol-BPMD-AN-09-0011,3800540019,271c444f-f8d8-4986-b748-e7367755c0c1,INBO:FLORA:06104641,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Rhinanthus,Rhinanthus minor,,SPECIES,Rhinanthus minor L.,Rhinanthus minor L.,,BE,,,PRESENT,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.34076,4.50534,700.0,,,,,,2021-07-22,22.0,7.0,2021,3172043,3172043,HUMAN_OBSERVATION,INBO,IFBL,06104641,,,,CC0_1_0,,Steven De Saeger,,,2026-06-11T17:00:52.908Z,,,51.34650487233626,4.498029835747583
